Scan #,Source,Start UTC,Stop UTC,Duration (min),Downtime (min),Tsys (LCP; RCP),Tau,"Pointing Offsets (Az, El)",Phasing Efficiency,Local Obs. Number,Comments
1,CTA102,2018-10-19 23:40:00,2018-10-19 23:45:00,5.0,3.0
2,CTA102,2018-10-19 23:48:00,2018-10-19 23:53:00,5.0,10.0
3,3C454.3,2018-10-20 00:03:00,2018-10-20 00:08:00,5.0,3.0
4,3C454.3,2018-10-20 00:11:00,2018-10-20 00:16:00,5.0,10.0
5,BLLAC,2018-10-20 00:26:00,2018-10-20 00:31:00,5.0,3.0
6,BLLAC,2018-10-20 00:34:00,2018-10-20 00:39:00,5.0
