Scan #,Source,Start UTC,Stop UTC,Duration (min),Downtime (min),Tsys (LCP; RCP),Tau,"Pointing Offsets (Az, El)",Phasing Efficiency,Local Obs. Number,Comments
1,CTA102,2018-10-18 23:44:00,2018-10-18 23:49:00,5.0,3.0
2,CTA102,2018-10-18 23:52:00,2018-10-18 23:57:00,5.0,10.0
3,3C454.3,2018-10-19 00:07:00,2018-10-19 00:12:00,5.0,3.0
4,3C454.3,2018-10-19 00:15:00,2018-10-19 00:20:00,5.0,10.0
5,BLLAC,2018-10-19 00:30:00,2018-10-19 00:35:00,5.0,3.0
6,BLLAC,2018-10-19 00:38:00,2018-10-19 00:43:00,5.0
