Scan #,Source,Start UTC,Stop UTC,Duration (min),Downtime (min),Tsys (LCP; RCP),Tau,"Pointing Offsets (Az, El)",Phasing Efficiency,Local Obs. Number,Comments
1,J0423-0120,2018-10-17 09:38:00,2018-10-17 09:43:00,5.0,3.0
2,J0423-0120,2018-10-17 09:46:00,2018-10-17 09:51:00,5.0,3.0
3,J0423-0120,2018-10-17 09:54:00,2018-10-17 09:59:00,5.0,10.0
4,J0510+1800,2018-10-17 10:09:00,2018-10-17 10:14:00,5.0,3.0
5,J0510+1800,2018-10-17 10:17:00,2018-10-17 10:22:00,5.0,3.0
6,J0510+1800,2018-10-17 10:25:00,2018-10-17 10:30:00,5.0,10.0
7,J0522-3627,2018-10-17 10:40:00,2018-10-17 10:45:00,5.0,3.0
8,J0522-3627,2018-10-17 10:48:00,2018-10-17 10:53:00,5.0
