YYYY-MM-DDTHH:MM:SS,Scan,SourceName,ScanType,Frequency,Line,Az,El,Duration,SwitchingMode,PWV,Temp,Hum,Wind
2021-04-01T22:45:23,6330,WB947,on,230.538,12CO(2-1)U,+7.3,+79.3,121,TP,1.55,-2.4,31.6,6.2
2021-04-01T22:48:41,6332,WB947,on,230.538,12CO(2-1)L,+2.9,+79.3,122,TP,1.65,-2.4,32.3,7.2
2021-04-01T22:51:58,6334,WB947,on,230.538,12CO(2-1)U,-1.4,+79.4,124,TP,1.69,-2.4,32.4,6.1
2021-04-03T15:24:27,6854,PKS1057-79,on,227.103,vlbifreq7,+178.1,+13.4,87,TP,-1.00,4.2,6.7,5.9
2021-04-03T15:25:55,6855,PKS1057-79,on,227.103,vlbifreq7,+178.1,+13.4,83,TP,-1.00,4.6,6.2,9.8
2021-04-03T15:29:27,6858,PKS1057-79,on,227.103,vlbifreq7,+177.9,+13.4,87,TP,-1.00,5.1,5.6,8.7
2021-04-03T15:30:55,6859,PKS1057-79,on,227.103,vlbifreq7,+177.8,+13.4,81,TP,-1.00,3.9,5.7,6.6
2021-04-03T15:34:56,6864,J0522-3627,on,227.103,vlbifreq7,+122.4,+19.1,89,TP,-1.00,5.0,6.7,10.8
2021-04-03T15:36:25,6865,J0522-3627,on,227.103,vlbifreq7,+122.3,+19.3,81,TP,-1.00,4.2,7.0,5.9
2021-04-03T15:39:57,6870,J0522-3627,on,227.103,vlbifreq7,+122.1,+20.0,87,TP,-1.00,4.1,6.3,5.2
2021-04-03T15:41:25,6871,J0522-3627,on,227.103,vlbifreq7,+122.1,+20.3,81,TP,-1.00,4.2,6.0,8.9
2021-04-03T15:44:55,6876,J0522-3627,on,227.103,vlbifreq7,+121.9,+21.0,87,TP,-1.00,4.0,6.1,6.6
2021-04-03T15:46:23,6877,J0522-3627,on,227.103,vlbifreq7,+121.8,+21.3,81,TP,-1.00,4.9,6.6,9.5
2021-04-03T23:29:30,6916,J0522-3627,on,227.103,vlbifreq7,-121.6,+56.0,58,"WOB(80.0,1.0)",2.80,-0.8,33.0,3.8
2021-04-03T23:30:28,6917,J0522-3627,on,227.103,vlbifreq7,-121.5,+55.8,88,"WOB(80.0,1.0)",2.81,-0.8,32.9,3.2
2021-04-03T23:34:01,6922,J0522-3627,on,227.103,vlbifreq7,-121.3,+55.1,58,"WOB(80.0,1.0)",2.75,-0.8,31.9,3.5
2021-04-03T23:35:00,6923,J0522-3627,on,227.103,vlbifreq7,-121.2,+54.9,88,"WOB(80.0,1.0)",2.76,-0.9,32.0,2.8
2021-04-03T23:38:17,6928,J0522-3627,on,227.103,vlbifreq7,-121.0,+54.3,57,"WOB(80.0,1.0)",2.73,-0.8,30.6,2.9
2021-04-03T23:39:15,6929,J0522-3627,on,227.103,vlbifreq7,-120.9,+54.1,89,"WOB(80.0,1.0)",2.74,-0.8,30.7,2.8
2021-04-03T23:42:31,6934,J0522-3627,on,227.103,vlbifreq7,-120.7,+53.5,57,"WOB(80.0,1.0)",2.78,-1.0,30.7,3.0
2021-04-03T23:43:28,6935,J0522-3627,on,227.103,vlbifreq7,-120.6,+53.3,89,"WOB(80.0,1.0)",2.79,-1.4,31.4,2.9
2021-04-03T23:46:40,6940,J0522-3627,on,227.103,vlbifreq7,-120.4,+52.6,58,"WOB(80.0,1.0)",2.78,-1.5,31.6,3.0
2021-04-03T23:47:39,6941,J0522-3627,on,227.103,vlbifreq7,-120.4,+52.4,87,"WOB(80.0,1.0)",2.78,-1.4,31.2,3.2
2021-04-03T23:50:50,6946,J0522-3627,on,227.103,vlbifreq7,-120.2,+51.8,57,"WOB(80.0,1.0)",2.78,-1.7,32.3,2.6
2021-04-03T23:51:47,6947,J0522-3627,on,227.103,vlbifreq7,-120.2,+51.6,87,"WOB(80.0,1.0)",2.78,-1.8,33.0,2.8
2021-04-03T23:55:01,6952,J0522-3627,on,227.103,vlbifreq7,-120.0,+51.0,57,"WOB(80.0,1.0)",2.75,-1.7,32.5,2.5
2021-04-03T23:56:00,6953,J0522-3627,on,227.103,vlbifreq7,-120.0,+50.8,89,"WOB(80.0,1.0)",2.75,-1.5,31.8,2.7
2021-04-09T00:26:32,7820,IRC+10216,on,227.103,vlbifreq7,+17.5,+52.3,57,"WOB(60.0,0.5)",1.06,1.4,5.6,2.7
2021-04-09T00:35:02,7825,M87,on,227.103,vlbifreq7,+59.1,+30.1,59,"WOB(60.0,0.5)",1.00,1.6,5.0,3.4
2021-04-09T00:36:02,7826,M87,on,227.103,vlbifreq7,+59.0,+30.3,354,"WOB(60.0,0.5)",0.99,1.5,5.5,3.9
2021-04-09T00:49:33,7831,3C273,on,227.103,vlbifreq7,+66.8,+39.3,58,"WOB(60.0,0.5)",1.03,1.2,5.6,3.2
2021-04-09T00:50:31,7832,3C273,on,227.103,vlbifreq7,+66.6,+39.5,289,"WOB(60.0,0.5)",1.04,1.1,5.7,3.2
2021-04-09T00:57:01,7837,M87,on,227.103,vlbifreq7,+55.2,+34.4,59,"WOB(60.0,0.5)",1.04,0.5,6.6,3.7
2021-04-09T00:58:01,7838,M87,on,227.103,vlbifreq7,+55.0,+34.6,353,"WOB(60.0,0.5)",1.04,0.8,6.0,3.7
2021-04-09T01:05:15,7841,M87,on,227.103,vlbifreq7,+53.6,+35.9,58,"WOB(60.0,0.5)",1.09,1.2,4.9,3.7
2021-04-09T01:06:13,7842,M87,on,227.103,vlbifreq7,+53.5,+36.1,354,"WOB(60.0,0.5)",1.09,1.1,5.0,3.9
2021-04-09T01:17:29,7849,3C279,on,227.103,vlbifreq7,+75.7,+43.3,59,"WOB(80.0,1.0)",1.05,1.2,4.8,4.3
2021-04-09T01:18:29,7850,3C279,on,227.103,vlbifreq7,+75.6,+43.6,223,"WOB(80.0,1.0)",1.06,1.3,4.5,3.7
2021-04-09T01:24:02,7855,M87,on,227.103,vlbifreq7,+49.7,+39.4,59,"WOB(80.0,1.0)",1.05,0.7,5.3,3.9
2021-04-09T01:25:02,7856,M87,on,227.103,vlbifreq7,+49.5,+39.5,352,"WOB(80.0,1.0)",1.06,1.2,4.2,3.3
2021-04-09T01:32:17,7859,M87,on,227.103,vlbifreq7,+47.9,+40.8,58,"WOB(80.0,1.0)",1.02,1.2,4.3,2.8
2021-04-09T01:33:15,7860,M87,on,227.103,vlbifreq7,+47.7,+40.9,354,"WOB(80.0,1.0)",1.02,1.2,4.2,3.2
2021-04-09T01:47:00,7867,3C273,on,227.103,vlbifreq7,+54.6,+50.9,290,"WOB(60.0,0.5)",1.08,1.2,4.0,3.5
2021-04-09T01:53:38,7872,M87,on,227.103,vlbifreq7,+42.6,+44.3,59,"WOB(60.0,0.5)",1.11,1.1,4.0,3.4
2021-04-09T01:54:38,7873,M87,on,227.103,vlbifreq7,+42.3,+44.4,353,"WOB(60.0,0.5)",1.09,1.1,4.0,3.4
2021-04-09T02:01:55,7876,M87,on,227.103,vlbifreq7,+40.4,+45.5,57,"WOB(60.0,0.5)",1.10,1.2,3.9,2.9
2021-04-09T02:02:53,7877,M87,on,227.103,vlbifreq7,+40.1,+45.7,352,"WOB(60.0,0.5)",1.11,1.2,3.9,3.0
2021-04-09T02:14:33,7882,3C279,on,227.103,vlbifreq7,+64.9,+55.8,60,"WOB(60.0,0.5)",1.08,1.1,4.0,4.0
2021-04-09T02:15:33,7883,3C279,on,227.103,vlbifreq7,+64.7,+55.9,220,"WOB(60.0,0.5)",1.08,1.0,4.0,3.9
2021-04-09T02:20:59,7888,M87,on,227.103,vlbifreq7,+34.8,+48.2,57,"WOB(60.0,0.5)",1.09,0.9,4.0,3.8
2021-04-09T02:21:57,7889,M87,on,227.103,vlbifreq7,+34.5,+48.4,354,"WOB(60.0,0.5)",1.10,0.8,4.1,3.8
2021-04-09T02:29:15,7892,M87,on,227.103,vlbifreq7,+32.1,+49.3,58,"WOB(60.0,0.5)",1.12,0.9,3.9,3.5
2021-04-09T02:30:14,7893,M87,on,227.103,vlbifreq7,+31.8,+49.4,355,"WOB(60.0,0.5)",1.12,0.9,3.9,3.4
2021-04-09T02:43:32,7900,3C273,on,227.103,vlbifreq7,+35.5,+60.2,56,"WOB(60.0,0.5)",1.11,1.1,4.2,3.5
2021-04-09T02:44:29,7901,3C273,on,227.103,vlbifreq7,+35.1,+60.3,286,"WOB(60.0,0.5)",1.11,1.1,4.3,3.7
2021-04-09T02:51:05,7906,M87,on,227.103,vlbifreq7,+24.6,+51.7,57,"WOB(60.0,0.5)",1.10,0.9,4.3,3.3
2021-04-09T02:52:02,7907,M87,on,227.103,vlbifreq7,+24.3,+51.8,353,"WOB(60.0,0.5)",1.12,0.9,4.8,2.9
2021-04-09T02:59:19,7910,M87,on,227.103,vlbifreq7,+21.6,+52.4,61,"WOB(60.0,0.5)",1.11,0.8,4.5,2.4
2021-04-09T03:00:20,7911,M87,on,227.103,vlbifreq7,+21.2,+52.5,353,"WOB(60.0,0.5)",1.10,0.9,4.6,2.2
2021-04-09T03:11:31,7916,3C279,on,227.103,vlbifreq7,+45.6,+66.6,60,"WOB(60.0,0.5)",1.16,1.0,4.5,2.7
2021-04-09T03:12:31,7917,3C279,on,227.103,vlbifreq7,+45.1,+66.8,220,"WOB(60.0,0.5)",1.17,1.0,4.5,2.6
2021-04-09T03:18:02,7922,M87,on,227.103,vlbifreq7,+14.3,+53.7,59,"WOB(60.0,0.5)",1.17,1.0,4.5,2.4
2021-04-09T03:19:01,7923,M87,on,227.103,vlbifreq7,+13.9,+53.8,353,"WOB(60.0,0.5)",1.16,1.0,4.5,2.2
2021-04-09T03:26:18,7926,M87,on,227.103,vlbifreq7,+10.9,+54.2,58,"WOB(60.0,0.5)",1.19,1.0,4.5,2.3
2021-04-09T03:27:17,7927,M87,on,227.103,vlbifreq7,+10.5,+54.2,353,"WOB(60.0,0.5)",1.16,1.0,4.5,2.3
2021-04-09T03:37:30,7932,3C273,on,227.103,vlbifreq7,+7.7,+64.9,57,"WOB(60.0,0.5)",1.19,0.9,4.5,1.9
2021-04-09T03:38:28,7933,3C273,on,227.103,vlbifreq7,+7.2,+64.9,285,"WOB(60.0,0.5)",1.20,1.0,4.7,1.6
2021-04-09T03:45:05,7938,M87,on,227.103,vlbifreq7,+3.0,+54.7,58,"WOB(60.0,0.5)",1.16,0.9,4.7,1.5
2021-04-09T03:46:03,7939,M87,on,227.103,vlbifreq7,+2.6,+54.7,552,"WOB(60.0,0.5)",1.16,0.6,5.0,2.2
2021-04-09T04:03:47,7947,NRAO530,on,227.103,vlbifreq7,+95.9,+20.9,155,"WOB(60.0,0.5)",1.12,0.8,4.1,1.2
2021-04-09T04:08:07,7952,SGRA,on,227.103,vlbifreq7,+112.9,+23.6,57,"WOB(60.0,0.5)",1.12,0.7,4.1,1.0
2021-04-09T04:09:05,7953,SGRA,on,227.103,vlbifreq7,+112.9,+23.9,685,"WOB(60.0,0.5)",1.12,0.7,4.1,0.7
2021-04-09T04:21:50,7956,SGRA,on,227.103,vlbifreq7,+112.2,+26.6,59,"WOB(60.0,0.5)",1.18,0.5,4.5,2.5
2021-04-09T04:22:50,7957,SGRA,on,227.103,vlbifreq7,+112.1,+26.8,684,"WOB(60.0,0.5)",1.19,0.3,4.7,2.6
2021-04-09T04:36:02,7962,NRAO530,on,227.103,vlbifreq7,+93.0,+28.3,60,"WOB(60.0,0.5)",1.15,0.4,5.1,2.5
2021-04-09T04:37:02,7963,NRAO530,on,227.103,vlbifreq7,+92.9,+28.5,155,"WOB(60.0,0.5)",1.16,0.5,4.8,2.2
2021-04-09T04:44:00,7967,3C279,on,227.103,vlbifreq7,-21.5,+71.7,224,"WOB(60.0,0.5)",1.16,0.0,4.8,2.2
2021-04-09T04:49:32,7972,M87,on,227.103,vlbifreq7,-23.2,+52.0,58,"WOB(60.0,0.5)",1.13,0.3,4.7,2.5
2021-04-09T04:50:30,7973,M87,on,227.103,vlbifreq7,-23.5,+51.9,353,"WOB(60.0,0.5)",1.11,0.4,4.6,2.6
2021-04-09T04:57:49,7976,M87,on,227.103,vlbifreq7,-26.2,+51.2,58,"WOB(60.0,0.5)",1.18,0.6,4.4,2.7
2021-04-09T04:58:48,7977,M87,on,227.103,vlbifreq7,-26.5,+51.1,352,"WOB(60.0,0.5)",1.19,0.7,4.4,2.6
2021-04-09T05:12:33,7985,J1743-0350,on,227.103,vlbifreq7,+80.4,+30.7,58,"WOB(60.0,0.5)",1.19,1.0,4.6,1.9
2021-04-09T05:13:31,7986,J1743-0350,on,227.103,vlbifreq7,+80.3,+30.9,153,"WOB(60.0,0.5)",1.19,1.0,4.5,1.6
2021-04-09T05:17:50,7991,SGRA,on,227.103,vlbifreq7,+109.6,+38.7,59,"WOB(60.0,0.5)",1.25,0.7,4.7,2.1
2021-04-09T05:56:49,7997,3C279,on,227.103,vlbifreq7,-58.3,+60.5,58,"WOB(60.0,0.5)",1.31,0.3,5.4,2.5
2021-04-09T05:57:48,7998,3C279,on,227.103,vlbifreq7,-58.6,+60.4,220,"WOB(60.0,0.5)",1.32,0.3,5.5,2.4
2021-04-09T06:03:20,8003,M87,on,227.103,vlbifreq7,-45.7,+42.3,58,"WOB(60.0,0.5)",1.30,0.9,4.7,3.0
2021-04-09T06:04:19,8004,M87,on,227.103,vlbifreq7,-46.0,+42.1,353,"WOB(60.0,0.5)",1.30,1.0,4.6,3.0
2021-04-09T06:11:33,8007,M87,on,227.103,vlbifreq7,-47.7,+40.9,59,"WOB(60.0,0.5)",1.28,0.6,5.2,2.7
2021-04-09T06:12:33,8008,M87,on,227.103,vlbifreq7,-47.9,+40.7,354,"WOB(60.0,0.5)",1.27,0.7,4.8,2.7
2021-04-09T06:22:35,8013,3C279,on,227.103,vlbifreq7,-65.3,+55.3,58,"WOB(60.0,0.5)",1.31,0.2,5.5,2.3
2021-04-09T06:23:34,8014,3C279,on,227.103,vlbifreq7,-65.6,+55.1,221,"WOB(60.0,0.5)",1.32,0.0,5.9,2.4
2021-04-09T06:29:02,8019,M87,on,227.103,vlbifreq7,-51.6,+37.8,60,"WOB(60.0,0.5)",1.27,0.6,4.9,2.8
2021-04-09T06:30:02,8020,M87,on,227.103,vlbifreq7,-51.8,+37.6,552,"WOB(60.0,0.5)",1.27,0.7,4.7,2.6
2021-04-09T07:01:32,8033,J1743-0350,on,227.103,vlbifreq7,+61.9,+54.6,59,"WOB(60.0,0.5)",1.33,0.8,4.4,2.7
2021-04-09T07:02:32,8034,J1743-0350,on,227.103,vlbifreq7,+61.7,+54.8,155,"WOB(60.0,0.5)",1.31,0.9,4.5,2.9
2021-04-09T07:06:56,8039,SGRA,on,227.103,vlbifreq7,+109.0,+62.5,58,"WOB(60.0,0.5)",1.32,1.0,4.5,2.5
2021-04-09T07:07:55,8040,SGRA,on,227.103,vlbifreq7,+109.1,+62.7,691,"WOB(60.0,0.5)",1.32,1.0,4.5,2.3
2021-04-09T07:21:17,8045,J1743-0350,on,227.103,vlbifreq7,+56.5,+58.5,57,"WOB(60.0,0.5)",1.38,0.4,4.8,2.6
2021-04-09T07:22:14,8046,J1743-0350,on,227.103,vlbifreq7,+56.2,+58.7,153,"WOB(60.0,0.5)",1.38,0.3,5.0,2.8
2021-04-09T07:26:44,8051,SGRA,on,227.103,vlbifreq7,+110.3,+66.8,59,"WOB(60.0,0.5)",1.46,-0.3,5.9,2.9
2021-04-09T07:27:44,8052,SGRA,on,227.103,vlbifreq7,+110.4,+67.0,691,"WOB(60.0,0.5)",1.47,0.0,5.7,2.7
2021-04-09T07:41:32,8057,3C279,on,227.103,vlbifreq7,-79.1,+37.9,59,"WOB(60.0,0.5)",1.50,0.9,4.2,1.8
2021-04-09T07:42:32,8058,3C279,on,227.103,vlbifreq7,-79.2,+37.7,219,"WOB(60.0,0.5)",1.50,0.8,4.5,2.0
2021-04-09T07:47:58,8063,M87,on,227.103,vlbifreq7,-64.9,+22.3,60,"WOB(60.0,0.5)",1.45,0.4,5.1,1.5
2021-04-09T08:06:30,8071,J1743-0350,on,227.103,vlbifreq7,+38.5,+66.2,57,"WOB(60.0,0.5)",1.54,0.5,4.2,1.3
2021-04-09T08:07:28,8072,J1743-0350,on,227.103,vlbifreq7,+38.0,+66.4,153,"WOB(60.0,0.5)",1.54,0.5,4.2,1.3
2021-04-09T08:11:58,8077,SGRA,on,227.103,vlbifreq7,+119.0,+76.3,56,"WOB(60.0,0.5)",1.54,0.5,4.2,1.3
2021-04-09T08:12:55,8078,SGRA,on,227.103,vlbifreq7,+119.4,+76.5,888,"WOB(60.0,0.5)",1.54,0.5,4.2,1.3
2021-04-09T08:29:43,8083,J1743-0350,on,227.103,vlbifreq7,+25.1,+69.1,57,"WOB(60.0,0.5)",1.55,0.5,4.3,2.3
2021-04-09T08:30:41,8084,J1743-0350,on,227.103,vlbifreq7,+24.5,+69.2,153,"WOB(60.0,0.5)",1.57,0.5,4.3,2.2
2021-04-09T08:35:14,8089,SGRA,on,227.103,vlbifreq7,+132.3,+80.8,59,"WOB(60.0,0.5)",1.57,-0.1,4.7,2.1
2021-04-09T08:36:14,8090,SGRA,on,227.103,vlbifreq7,+133.2,+80.9,1022,"WOB(60.0,0.5)",1.59,0.1,4.5,2.1
2021-04-09T08:55:21,8095,J1743-0350,on,227.103,vlbifreq7,+7.0,+70.7,57,"WOB(60.0,0.5)",1.54,0.8,4.5,2.3
2021-04-09T08:56:19,8096,J1743-0350,on,227.103,vlbifreq7,+6.3,+70.7,156,"WOB(60.0,0.5)",1.52,0.9,4.5,2.3
2021-04-09T09:00:54,8101,3C279,on,227.103,vlbifreq7,-88.1,+19.8,58,"WOB(60.0,0.5)",1.44,0.9,4.5,2.2
2021-04-09T09:01:53,8102,3C279,on,227.103,vlbifreq7,-88.2,+19.5,155,"WOB(60.0,0.5)",1.44,0.9,4.6,2.1
2021-04-09T09:08:30,8108,SGRA,on,227.103,vlbifreq7,-175.5,+84.0,58,"WOB(60.0,0.5)",1.56,0.6,4.8,1.7
2021-04-09T09:09:29,8109,SGRA,on,227.103,vlbifreq7,-173.5,+84.0,1015,"WOB(60.0,0.5)",1.54,0.5,4.6,1.6
2021-04-09T09:28:25,8114,J1743-0350,on,227.103,vlbifreq7,-17.7,+70.0,35,"WOB(60.0,0.5)",1.55,1.2,4.1,2.7
2021-04-09T09:29:01,8115,J1743-0350,on,227.103,vlbifreq7,-18.1,+69.9,155,"WOB(60.0,0.5)",1.54,1.2,4.1,2.7
2021-04-09T09:33:35,8120,SGRA,on,227.103,vlbifreq7,-135.8,+81.4,38,"WOB(60.0,0.5)",1.54,1.1,4.1,2.7
2021-04-09T09:34:13,8121,SGRA,on,227.103,vlbifreq7,-135.2,+81.3,1025,"WOB(60.0,0.5)",1.53,0.9,4.2,2.8
2021-04-09T09:53:15,8126,J1743-0350,on,227.103,vlbifreq7,-33.4,+67.5,35,"WOB(60.0,0.5)",1.51,0.7,4.5,1.7
2021-04-09T09:53:51,8127,J1743-0350,on,227.103,vlbifreq7,-33.7,+67.4,153,"WOB(60.0,0.5)",1.53,0.7,4.5,1.5
2021-04-09T10:13:18,8133,J1743-0350,on,227.103,vlbifreq7,-43.5,+64.6,35,"WOB(60.0,0.5)",1.54,1.4,4.0,1.5
2021-04-09T10:13:54,8134,J1743-0350,on,227.103,vlbifreq7,-43.8,+64.5,94,"WOB(60.0,0.5)",1.55,1.4,4.0,1.7
2021-04-09T10:20:33,8139,J1924-2914,on,227.103,vlbifreq7,-220.6,+81.7,35,"WOB(60.0,0.5)",1.56,1.4,4.0,2.1
2021-04-09T10:21:10,8140,J1924-2914,on,227.103,vlbifreq7,-219.9,+81.8,92,"WOB(60.0,0.5)",1.55,1.4,4.0,2.2
2021-04-09T10:32:14,8148,J1924-2914,on,227.103,vlbifreq7,-204.6,+83.1,35,"WOB(60.0,0.5)",1.60,1.0,4.7,2.4
2021-04-09T10:32:50,8149,J1924-2914,on,227.103,vlbifreq7,-203.6,+83.2,93,"WOB(60.0,0.5)",1.58,0.9,4.7,2.4
2021-04-09T10:37:13,8154,SGRA,on,227.103,vlbifreq7,-111.2,+68.7,37,"WOB(60.0,0.5)",1.53,1.1,4.3,2.3
2021-04-09T10:37:51,8155,SGRA,on,227.103,vlbifreq7,-111.1,+68.6,530,"WOB(60.0,0.5)",1.52,1.2,4.2,2.3
2021-04-09T10:54:15,8160,J1924-2914,on,227.103,vlbifreq7,-162.4,+83.5,35,"WOB(60.0,0.5)",1.52,1.4,4.0,2.4
2021-04-09T10:54:51,8161,J1924-2914,on,227.103,vlbifreq7,-161.3,+83.4,93,"WOB(60.0,0.5)",1.52,1.4,4.0,2.4
2021-04-09T10:59:19,8166,SGRA,on,227.103,vlbifreq7,-109.3,+63.9,35,"WOB(60.0,0.5)",1.58,1.6,4.1,2.2
2021-04-09T10:59:56,8167,SGRA,on,227.103,vlbifreq7,-109.3,+63.8,563,"WOB(60.0,0.5)",1.60,1.6,4.0,2.0
2021-04-09T11:15:51,8172,J1924-2914,on,227.103,vlbifreq7,-133.5,+80.8,37,"WOB(60.0,0.5)",1.62,1.4,4.2,1.9
2021-04-09T11:17:00,8173,J1924-2914,on,227.103,vlbifreq7,-132.6,+80.6,92,"WOB(60.0,0.5)",1.62,1.0,4.3,1.9
2021-04-09T11:20:50,8178,SGRA,on,227.103,vlbifreq7,-108.4,+59.2,35,"WOB(60.0,0.5)",1.60,1.3,4.0,2.4
2021-04-09T11:22:00,8179,SGRA,on,227.103,vlbifreq7,-108.4,+59.0,532,"WOB(60.0,0.5)",1.60,1.4,4.0,2.4
2021-04-09T11:37:48,8184,J1924-2914,on,227.103,vlbifreq7,-120.4,+76.7,35,"WOB(60.0,0.5)",1.62,1.6,4.1,2.7
2021-04-09T11:39:00,8185,J1924-2914,on,227.103,vlbifreq7,-119.9,+76.4,93,"WOB(60.0,0.5)",1.61,1.3,4.6,2.6
2021-04-09T11:42:50,8190,J1743-0350,on,227.103,vlbifreq7,-69.5,+47.1,35,"WOB(60.0,0.5)",1.60,1.2,4.5,2.6
2021-04-09T11:47:00,8191,J1743-0350,on,227.103,vlbifreq7,-70.2,+46.2,95,"WOB(60.0,0.5)",1.59,0.9,4.9,2.7
2021-04-09T12:12:52,8203,J1924-2914,on,227.103,vlbifreq7,-112.1,+69.4,35,"WOB(60.0,0.5)",1.63,1.1,7.6,2.9
2021-04-09T12:14:00,8204,J1924-2914,on,227.103,vlbifreq7,-111.9,+69.1,94,"WOB(60.0,0.5)",1.63,1.1,8.2,2.9
2021-04-09T12:17:49,8209,SGRA,on,227.103,vlbifreq7,-108.5,+46.8,35,"WOB(60.0,0.5)",1.60,1.6,7.9,2.5
2021-04-09T12:19:00,8210,SGRA,on,227.103,vlbifreq7,-108.5,+46.5,566,"WOB(60.0,0.5)",1.60,1.8,7.2,2.4
2021-04-09T12:35:55,8215,J1924-2914,on,227.103,vlbifreq7,-109.9,+64.4,35,"WOB(60.0,0.5)",1.65,3.2,5.8,2.3
2021-04-09T12:37:00,8216,J1924-2914,on,227.103,vlbifreq7,-109.8,+64.2,94,"WOB(60.0,0.5)",1.64,3.3,5.5,2.4
2021-04-09T12:40:50,8221,SGRA,on,227.103,vlbifreq7,-109.1,+41.7,35,"WOB(60.0,0.5)",1.62,3.6,6.4,2.7
2021-04-09T12:42:00,8222,SGRA,on,227.103,vlbifreq7,-109.1,+41.5,557,"WOB(60.0,0.5)",1.62,3.7,4.9,2.5
2021-04-09T12:58:54,8227,J1924-2914,on,227.103,vlbifreq7,-108.8,+59.4,35,"WOB(60.0,0.5)",1.65,4.8,4.3,1.9
2021-04-09T13:00:00,8228,J1924-2914,on,227.103,vlbifreq7,-108.8,+59.2,93,"WOB(60.0,0.5)",1.65,4.9,3.6,2.4
2021-04-09T13:03:53,8233,J1743-0350,on,227.103,vlbifreq7,-81.2,+29.0,37,"WOB(60.0,0.5)",1.62,4.9,3.5,1.4
2021-04-09T13:05:00,8234,J1743-0350,on,227.103,vlbifreq7,-81.3,+28.8,93,"WOB(60.0,0.5)",1.63,5.0,3.2,2.3
2021-04-09T13:17:00,8242,SGRA,on,227.103,vlbifreq7,-110.4,+33.9,561,"WOB(60.0,0.5)",1.61,5.6,3.5,1.8
2021-04-09T13:33:51,8247,J1924-2914,on,227.103,vlbifreq7,-108.5,+51.8,35,"WOB(60.0,0.5)",1.62,6.3,3.0,3.0
2021-04-09T13:56:52,8254,J1924-2914,on,227.103,vlbifreq7,-108.8,+46.7,35,"WOB(60.0,0.5)",1.60,6.3,3.1,2.4
2021-04-09T13:58:00,8255,J1924-2914,on,227.103,vlbifreq7,-108.8,+46.5,97,"WOB(60.0,0.5)",1.60,6.3,3.1,1.6
2021-04-09T14:01:50,8260,SGRA,on,227.103,vlbifreq7,-112.7,+24.3,35,"WOB(60.0,0.5)",1.55,6.1,3.2,3.0
2021-04-09T14:03:00,8261,SGRA,on,227.103,vlbifreq7,-112.8,+24.0,560,"WOB(60.0,0.5)",1.55,6.0,3.3,1.7
2021-04-09T14:19:50,8266,J1924-2914,on,227.103,vlbifreq7,-109.3,+41.7,35,"WOB(60.0,0.5)",1.57,6.3,3.8,3.0
2021-04-09T14:21:00,8267,J1924-2914,on,227.103,vlbifreq7,-109.4,+41.5,93,"WOB(60.0,0.5)",1.57,6.1,3.7,2.3
2021-04-09T14:24:52,8272,SGRA,on,227.103,vlbifreq7,-114.1,+19.4,37,"WOB(60.0,0.5)",1.50,6.7,3.6,0.7
2021-04-09T14:26:00,8273,SGRA,on,227.103,vlbifreq7,-114.2,+19.2,201,"WOB(60.0,0.5)",1.50,6.8,4.1,1.5
2021-04-09T14:32:52,8278,J1924-2914,on,227.103,vlbifreq7,-109.8,+38.9,35,"WOB(60.0,0.5)",1.57,6.5,3.8,0.4
2021-04-09T14:38:00,8279,J1924-2914,on,227.103,vlbifreq7,-109.9,+37.8,129,"WOB(60.0,0.5)",1.58,6.8,4.4,4.4
2021-04-09T14:42:53,8284,SGRA,on,227.103,vlbifreq7,-115.4,+15.6,35,"WOB(60.0,0.5)",1.51,6.2,4.7,4.0
2021-04-09T14:44:00,8285,SGRA,on,227.103,vlbifreq7,-115.4,+15.4,200,"WOB(60.0,0.5)",1.50,6.3,4.6,3.1
2021-04-09T14:50:53,8290,J1924-2914,on,227.103,vlbifreq7,-110.5,+35.0,36,"WOB(60.0,0.5)",1.59,6.0,4.9,3.3
2021-04-09T14:52:00,8291,J1924-2914,on,227.103,vlbifreq7,-110.5,+34.8,127,"WOB(60.0,0.5)",1.58,6.4,4.9,4.3
2021-04-09T14:56:54,8296,SGRA,on,227.103,vlbifreq7,-116.4,+12.7,37,"WOB(60.0,0.5)",1.51,6.6,5.4,5.3
2021-04-09T14:58:00,8297,SGRA,on,227.103,vlbifreq7,-116.5,+12.5,201,"WOB(60.0,0.5)",1.50,6.5,5.2,2.8
2021-04-09T15:04:48,8302,J1924-2914,on,227.103,vlbifreq7,-111.1,+32.0,35,"WOB(60.0,0.5)",1.57,6.8,5.3,2.9
2021-04-09T15:06:00,8303,J1924-2914,on,227.103,vlbifreq7,-111.1,+31.7,129,"WOB(60.0,0.5)",1.54,6.5,4.8,4.5
2021-04-09T15:10:53,8308,SGRA,on,227.103,vlbifreq7,-117.5,+9.9,37,"WOB(60.0,0.5)",1.50,7.0,5.5,4.9
2021-04-09T15:12:00,8309,SGRA,on,227.103,vlbifreq7,-117.5,+9.6,202,"WOB(60.0,0.5)",1.51,7.0,5.6,4.7
2021-04-09T15:18:50,8314,J1924-2914,on,227.103,vlbifreq7,-111.7,+29.0,35,"WOB(60.0,0.5)",1.56,6.7,4.4,5.5
2021-04-09T15:20:00,8315,J1924-2914,on,227.103,vlbifreq7,-111.8,+28.7,130,"WOB(60.0,0.5)",1.57,6.1,5.0,4.7
