--------------------------------
Started at UT 2015y008d03h51m25s
Elapsed      Time Interval
Time / s          / s
--------------------------------
188168      8.465610627e-01
188229      8.465610607e-01
188290      8.465610662e-01
188351      8.465610737e-01
188412      8.465610702e-01
188473      8.465610707e-01
188534      8.465610642e-01
188595      8.465610767e-01
188656      8.465610757e-01
188717      8.465610697e-01
188778      8.465610707e-01
188839      8.465610577e-01
188900      8.465610747e-01
188961      8.465610717e-01
189022      8.465610762e-01
189083      8.465610732e-01
189144      8.465610702e-01
189205      8.465610577e-01
189266      8.465610747e-01
189327      8.465610752e-01
189388      8.465610757e-01
189449      8.465610687e-01
189510      8.465610717e-01
189571      8.465610737e-01
189632      8.465610757e-01
189693      8.465610747e-01
189754      8.465610737e-01
189815      8.465610697e-01
189876      8.465610712e-01
189937      8.465610712e-01
189998      8.465610707e-01
190059      8.465610567e-01
190120      8.465610587e-01
190181      8.465610557e-01
190242      8.465610557e-01
190303      8.465610592e-01
190364      8.465610552e-01
190425      8.465610567e-01
190486      8.465610547e-01
190547      8.465610557e-01
190608      8.465610537e-01
190669      8.465610477e-01
190730      8.465610492e-01
190791      8.465610497e-01
190852      8.465610477e-01
190913      8.465610492e-01
190974      8.465610482e-01
191035      8.465610552e-01
191096      8.465610532e-01
191157      8.465610512e-01
191218      8.465610542e-01
191279      8.465610552e-01
191340      8.465610547e-01
191401      8.465610587e-01
191462      8.465610592e-01
191523      8.465610587e-01
191584      8.465610572e-01
191645      8.465610557e-01
191706      8.465610522e-01
191767      8.465610552e-01
191828      8.465610527e-01
191889      8.465610547e-01
191950      8.465610522e-01
192011      8.465610567e-01
192072      8.465610567e-01
192133      8.465610572e-01
192194      8.465610582e-01
192255      8.465610582e-01
192316      8.465610547e-01
192377      8.465610582e-01
192438      8.465610572e-01
192499      8.465610582e-01
192560      8.465610552e-01
192621      8.465610567e-01
192682      8.465610532e-01
192743      8.465610532e-01
192804      8.465610567e-01
192865      8.465610557e-01
192926      8.465610582e-01
192987      8.465610577e-01
193048      8.465610567e-01
193109      8.465610542e-01
193170      8.465610537e-01
193231      8.465610547e-01
193292      8.465610542e-01
193353      8.465610517e-01
193414      8.465610507e-01
193475      8.465610537e-01
193536      8.465610507e-01
193597      8.465610562e-01
193658      8.465610537e-01
193719      8.465610512e-01
193780      8.465610512e-01
193841      8.465610452e-01
193902      8.465610447e-01
193963      8.465610402e-01
194024      8.465610437e-01
194085      8.465610452e-01
194146      8.465610527e-01
194207      8.465610497e-01
194268      8.465610512e-01
194329      8.465610632e-01
194390      8.465610522e-01
194451      8.465610492e-01
194512      8.465610462e-01
194573      8.465610432e-01
194634      8.465610477e-01
194695      8.465610432e-01
194756      8.465610437e-01
194817      8.465610477e-01
194878      8.465610482e-01
194939      8.465610477e-01
195000      8.465610452e-01
195061      8.465610472e-01
195122      8.465610492e-01
195183      8.465610472e-01
195244      8.465610452e-01
195305      8.465610577e-01
195366      8.465610507e-01
195427      8.465610467e-01
195488      8.465610422e-01
195549      8.465610497e-01
195610      8.465610532e-01
195671      8.465610502e-01
195732      8.465610497e-01
195793      8.465610497e-01
195854      8.465610512e-01
195915      8.465610372e-01
195976      8.465610392e-01
196037      8.465610387e-01
196098      8.465610362e-01
196159      8.465610362e-01
196220      8.465610367e-01
196281      8.465610362e-01
196342      8.465610352e-01
196403      8.465610402e-01
196464      8.465610387e-01
196525      8.465610377e-01
196586      8.465610337e-01
196647      8.465610342e-01
196708      8.465610352e-01
196769      8.465610392e-01
196830      8.465610432e-01
196891      8.465610432e-01
196952      8.465610397e-01
197013      8.465610397e-01
197074      8.465610382e-01
197135      8.465610402e-01
197196      8.465610362e-01
197257      8.465610362e-01
197318      8.465610372e-01
197379      8.465610377e-01
197440      8.465610307e-01
197501      8.465610372e-01
197562      8.465610372e-01
197623      8.465610377e-01
197684      8.465610317e-01
197745      8.465610372e-01
197806      8.465610347e-01
197867      8.465610347e-01
197928      8.465610402e-01
197989      8.465610382e-01
198050      8.465610427e-01
198111      8.465610357e-01
198172      8.465610367e-01
198233      8.465610357e-01
198294      8.465610362e-01
198355      8.465610397e-01
198416      8.465610372e-01
198477      8.465610347e-01
198538      8.465610317e-01
198599      8.465610327e-01
198660      8.465610322e-01
198721      8.465610337e-01
198782      8.465610357e-01
198843      8.465610312e-01
198904      8.465610317e-01
198965      8.465610352e-01
199026      8.465610372e-01
199087      8.465610362e-01
199148      8.465610412e-01
199209      8.465610392e-01
199270      8.465610332e-01
199331      8.465610382e-01
199392      8.465610312e-01
199453      8.465610357e-01
199514      8.465610417e-01
199575      8.465610412e-01
199636      8.465610387e-01
199697      8.465610387e-01
199758      8.465610382e-01
199819      8.465610352e-01
199880      8.465610362e-01
199941      8.465610362e-01
200002      8.465610322e-01
200063      8.465610322e-01
200124      8.465610342e-01
200185      8.465610357e-01
200246      8.465610327e-01
200307      8.465610287e-01
200368      8.465610277e-01
200429      8.465610232e-01
200490      8.465610262e-01
200551      8.465610252e-01
200612      8.465610312e-01
200673      8.465610317e-01
200734      8.465610267e-01
200795      8.465610332e-01
200856      8.465610302e-01
200917      8.465610307e-01
200978      8.465610362e-01
201039      8.465610352e-01
201100      8.465610272e-01
201161      8.465610262e-01
201222      8.465610242e-01
201283      8.465610242e-01
201344      8.465610192e-01
201405      8.465610242e-01
201466      8.465610272e-01
201527      8.465610267e-01
201588      8.465610312e-01
201649      8.465610257e-01
201710      8.465610252e-01
201771      8.465610212e-01
201832      8.465610192e-01
201893      8.465610197e-01
201954      8.465610202e-01
202015      8.465610222e-01
202076      8.465610187e-01
202137      8.465610237e-01
202198      8.465610187e-01
202259      8.465610232e-01
202320      8.465610202e-01
202381      8.465610202e-01
202442      8.465610227e-01
202503      8.465610202e-01
202564      8.465610237e-01
202625      8.465610272e-01
202686      8.465610247e-01
202747      8.465610202e-01
202808      8.465610212e-01
202869      8.465610227e-01
202930      8.465610242e-01
202991      8.465610257e-01
203052      8.465610187e-01
203113      8.465610227e-01
203174      8.465610142e-01
203235      8.465610192e-01
203296      8.465610167e-01
203357      8.465610207e-01
203418      8.465610192e-01
203479      8.465610202e-01
203540      8.465610217e-01
203601      8.465610172e-01
203662      8.465610142e-01
203723      8.465610137e-01
203784      8.465610182e-01
203845      8.465610187e-01
203906      8.465610197e-01
203967      8.465610202e-01
204028      8.465610147e-01
204089      8.465610182e-01
204150      8.465610122e-01
204211      8.465610162e-01
204272      8.465610147e-01
204333      8.465610132e-01
204394      8.465610152e-01
204455      8.465610132e-01
204516      8.465610127e-01
204577      8.465610097e-01
204638      8.465610087e-01
204699      8.465610062e-01
204760      8.465610137e-01
204821      8.465610137e-01
204882      8.465610127e-01
204943      8.465610042e-01
205004      8.465610067e-01
205065      8.465610092e-01
205126      8.465610117e-01
205187      8.465610077e-01
205248      8.465610077e-01
205309      8.465610132e-01
205370      8.465610147e-01
205431      8.465610107e-01
205492      8.465610152e-01
205553      8.465610117e-01
205614      8.465610082e-01
205675      8.465610112e-01
205736      8.465610032e-01
205797      8.465610052e-01
205858      8.465610012e-01
205919      8.465610027e-01
205980      8.465610127e-01
206041      8.465610107e-01
206102      8.465610087e-01
206163      8.465610127e-01
206224      8.465610182e-01
206285      8.465610142e-01
206346      8.465610097e-01
206407      8.465610092e-01
206468      8.465609947e-01
206529      8.465610062e-01
206590      8.465610022e-01
206651      8.465609992e-01
206712      8.465610082e-01
206773      8.465610042e-01
206834      8.465610112e-01
206895      8.465610082e-01
206956      8.465609982e-01
207017      8.465610097e-01
207078      8.465610097e-01
207139      8.465610067e-01
207200      8.465610067e-01
207261      8.465610037e-01
207322      8.465610012e-01
207383      8.465610032e-01
207444      8.465610047e-01
207505      8.465610102e-01
207566      8.465610102e-01
207627      8.465610092e-01
207688      8.465610032e-01
207749      8.465610007e-01
207810      8.465610012e-01
207871      8.465610002e-01
207932      8.465610037e-01
207993      8.465610062e-01
208054      8.465610047e-01
208115      8.465609972e-01
208176      8.465609982e-01
208237      8.465609987e-01
208298      8.465610022e-01
208359      8.465610017e-01
208420      8.465609977e-01
208481      8.465609977e-01
208542      8.465609947e-01
208603      8.465609912e-01
208664      8.465609967e-01
208725      8.465610017e-01
208786      8.465610027e-01
208847      8.465609977e-01
208908      8.465610012e-01
208969      8.465609987e-01
209030      8.465609947e-01
209091      8.465609987e-01
209152      8.465609977e-01
209213      8.465609942e-01
209274      8.465609957e-01
209335      8.465609947e-01
209396      8.465610052e-01
209457      8.465609992e-01
209518      8.465609957e-01
209579      8.465609987e-01
209640      8.465610037e-01
209701      8.465610067e-01
209762      8.465610037e-01
209823      8.465610012e-01
209884      8.465610012e-01
209945      8.465609987e-01
210006      8.465610027e-01
210067      8.465610002e-01
210128      8.465609987e-01
210189      8.465609977e-01
210250      8.465609967e-01
210311      8.465610017e-01
210372      8.465610017e-01
210433      8.465609972e-01
210494      8.465609997e-01
210555      8.465609957e-01
210616      8.465609967e-01
210677      8.465609997e-01
210738      8.465609967e-01
210799      8.465609972e-01
210860      8.465609962e-01
210921      8.465609937e-01
210982      8.465609947e-01
211043      8.465609927e-01
211104      8.465609912e-01
211165      8.465609932e-01
211226      8.465609927e-01
211287      8.465609922e-01
211348      8.465609907e-01
211409      8.465609937e-01
211470      8.465609942e-01
211531      8.465609872e-01
211592      8.465609947e-01
211653      8.465609942e-01
211714      8.465609847e-01
211775      8.465609862e-01
211836      8.465609802e-01
211897      8.465609872e-01
211958      8.465609892e-01
212019      8.465609897e-01
212080      8.465609812e-01
212141      8.465609902e-01
212202      8.465609867e-01
212263      8.465609917e-01
212324      8.465609897e-01
212385      8.465609802e-01
212446      8.465609907e-01
212507      8.465609877e-01
212568      8.465609862e-01
212629      8.465609787e-01
212690      8.465609767e-01
212751      8.465609787e-01
212812      8.465609897e-01
212873      8.465609912e-01
212934      8.465609892e-01
212995      8.465609957e-01
213056      8.465609867e-01
213117      8.465609907e-01
213178      8.465609862e-01
213239      8.465609932e-01
213300      8.465609922e-01
213361      8.465609887e-01
213422      8.465609867e-01
213483      8.465609882e-01
213544      8.465609857e-01
213605      8.465609847e-01
213666      8.465609922e-01
213727      8.465609547e-01
213788      8.465609807e-01
213849      8.465609882e-01
213910      8.465609912e-01
213971      8.465609932e-01
214032      8.465609847e-01
214093      8.465609892e-01
214154      8.465609907e-01
214215      8.465609837e-01
214276      8.465609827e-01
214337      8.465609872e-01
214398      8.465609897e-01
214459      8.465609867e-01
214520      8.465609827e-01
214581      8.465609837e-01
214642      8.465609852e-01
214703      8.465609842e-01
214764      8.465609852e-01
214825      8.465609872e-01
214886      8.465609887e-01
214947      8.465609837e-01
215008      8.465609872e-01
215069      8.465609817e-01
215130      8.465609867e-01
215191      8.465609872e-01
215252      8.465609877e-01
215313      8.465609882e-01
215374      8.465609912e-01
215435      8.465609867e-01
215496      8.465609852e-01
215557      8.465609887e-01
215618      8.465609872e-01
215679      8.465609842e-01
215740      8.465609862e-01
215801      8.465609807e-01
215862      8.465609792e-01
215923      8.465609782e-01
215984      8.465609782e-01
216045      8.465609787e-01
216106      8.465609792e-01
216167      8.465609782e-01
216228      8.465609767e-01
216289      8.465609772e-01
216350      8.465609772e-01
216411      8.465609762e-01
216472      8.465609727e-01
216533      8.465609722e-01
216594      8.465609667e-01
216655      8.465609687e-01
216716      8.465609697e-01
216777      8.465609677e-01
216838      8.465609657e-01
216899      8.465609647e-01
216960      8.465609647e-01
217021      8.465609657e-01
217082      8.465609677e-01
217143      8.465609677e-01
217204      8.465609657e-01
217265      8.465609677e-01
217326      8.465609677e-01
217387      8.465609677e-01
217448      8.465609662e-01
217509      8.465609677e-01
217570      8.465609687e-01
217631      8.465609687e-01
217692      8.465609672e-01
217753      8.465609652e-01
217814      8.465609717e-01
217875      8.465609677e-01
217936      8.465609632e-01
217997      8.465609687e-01
218058      8.465609697e-01
218119      8.465609712e-01
218180      8.465609672e-01
218241      8.465609652e-01
218302      8.465609682e-01
218363      8.465609652e-01
218424      8.465609687e-01
218485      8.465609732e-01
218546      8.465609682e-01
218607      8.465609757e-01
218668      8.465609652e-01
218729      8.465609627e-01
218790      8.465609682e-01
218851      8.465609672e-01
218912      8.465609657e-01
218973      8.465609672e-01
219034      8.465609652e-01
219095      8.465609672e-01
219156      8.465609682e-01
219217      8.465609632e-01
219278      8.465609622e-01
219339      8.465609617e-01
219400      8.465609687e-01
219461      8.465609652e-01
219522      8.465609562e-01
219583      8.465609682e-01
219644      8.465609667e-01
219705      8.465609637e-01
219766      8.465609602e-01
219827      8.465609512e-01
219888      8.465609577e-01
219949      8.465609572e-01
220010      8.465609577e-01
220071      8.465609562e-01
220132      8.465609602e-01
220193      8.465609662e-01
220254      8.465609662e-01
220315      8.465609627e-01
220376      8.465609607e-01
220437      8.465609617e-01
220498      8.465609652e-01
220559      8.465609572e-01
220620      8.465609577e-01
220681      8.465609527e-01
220742      8.465609547e-01
220803      8.465609577e-01
220864      8.465609572e-01
220925      8.465609582e-01
220986      8.465609602e-01
221047      8.465609512e-01
221108      8.465609592e-01
221169      8.465609662e-01
221230      8.465609627e-01
221291      8.465609607e-01
221352      8.465609642e-01
221413      8.465609572e-01
221474      8.465609592e-01
221535      8.465609592e-01
221596      8.465609587e-01
221657      8.465609602e-01
221718      8.465609532e-01
221779      8.465609607e-01
221840      8.465609617e-01
221901      8.465609602e-01
221962      8.465609612e-01
222023      8.465609557e-01
222084      8.465609577e-01
222145      8.465609567e-01
222206      8.465609627e-01
222267      8.465609582e-01
222328      8.465609602e-01
222389      8.465609577e-01
222450      8.465609537e-01
222511      8.465609447e-01
222572      8.465609487e-01
222633      8.465609552e-01
222694      8.465609582e-01
222755      8.465609562e-01
222816      8.465609627e-01
222877      8.465609622e-01
222938      8.465609547e-01
222999      8.465609537e-01
223060      8.465609497e-01
223121      8.465609537e-01
223182      8.465609547e-01
223243      8.465609562e-01
223304      8.465609602e-01
223365      8.465609522e-01
223426      8.465609527e-01
223487      8.465609517e-01
223548      8.465609537e-01
223609      8.465609557e-01
223670      8.465609537e-01
223731      8.465609557e-01
223792      8.465609547e-01
223853      8.465609542e-01
223914      8.465609502e-01
223975      8.465609492e-01
224036      8.465609527e-01
224097      8.465609427e-01
224158      8.465609497e-01
224219      8.465609477e-01
224280      8.465609507e-01
224341      8.465609567e-01
224402      8.465609557e-01
224463      8.465609477e-01
224524      8.465609502e-01
224585      8.465609542e-01
224646      8.465609562e-01
224707      8.465609567e-01
224768      8.465609492e-01
224829      8.465609552e-01
224890      8.465609572e-01
224951      8.465609522e-01
225012      8.465609492e-01
225073      8.465609562e-01
225134      8.465609597e-01
225195      8.465609557e-01
225256      8.465609522e-01
225317      8.465609557e-01
225378      8.465609532e-01
225439      8.465609527e-01
225500      8.465609487e-01
225561      8.465609502e-01
225622      8.465609447e-01
225683      8.465609472e-01
225744      8.465609537e-01
225805      8.465609522e-01
225866      8.465609487e-01
225927      8.465609487e-01
225988      8.465609507e-01
226049      8.465609447e-01
226110      8.465609482e-01
226171      8.465609522e-01
226232      8.465609527e-01
226293      8.465609517e-01
226354      8.465609467e-01
226415      8.465609527e-01
226476      8.465609487e-01
226537      8.465609532e-01
226598      8.465609492e-01
226659      8.465609472e-01
226720      8.465609462e-01
226781      8.465609527e-01
226842      8.465609497e-01
226903      8.465609607e-01
226964      8.465609467e-01
227025      8.465609552e-01
227086      8.465609547e-01
227147      8.465609547e-01
227208      8.465609577e-01
227269      8.465609532e-01
227330      8.465609522e-01
227391      8.465609592e-01
227452      8.465609602e-01
227513      8.465609562e-01
227574      8.465609547e-01
227635      8.465609527e-01
227696      8.465609517e-01
227757      8.465609482e-01
227818      8.465609482e-01
227879      8.465609512e-01
227940      8.465609457e-01
228001      8.465609472e-01
228062      8.465609482e-01
228123      8.465609487e-01
228184      8.465609457e-01
228245      8.465609437e-01
228306      8.465609417e-01
228367      8.465609432e-01
228428      8.465609472e-01
228489      8.465609527e-01
228550      8.465609512e-01
228611      8.465609472e-01
228672      8.465609467e-01
228733      8.465609467e-01
228794      8.465609452e-01
228855      8.465609457e-01
228916      8.465609457e-01
228977      8.465609452e-01
229038      8.465609457e-01
229099      8.465609427e-01
229160      8.465609432e-01
229221      8.465609442e-01
229282      8.465609522e-01
229343      8.465609437e-01
229404      8.465609472e-01
229465      8.465609467e-01
229526      8.465609482e-01
229587      8.465609462e-01
229648      8.465609472e-01
229709      8.465609442e-01
229770      8.465609467e-01
229831      8.465609402e-01
229892      8.465609417e-01
229953      8.465609447e-01
230014      8.465609452e-01
230075      8.465609422e-01
230136      8.465609437e-01
230197      8.465609422e-01
230258      8.465609462e-01
230319      8.465609487e-01
230380      8.465609457e-01
230441      8.465609492e-01
230502      8.465609457e-01
230563      8.465609497e-01
230624      8.465609407e-01
230685      8.465609387e-01
230746      8.465609472e-01
230807      8.465609402e-01
230868      8.465609407e-01
230929      8.465609367e-01
230990      8.465609432e-01
231051      8.465609407e-01
231112      8.465609447e-01
231173      8.465609407e-01
231234      8.465609437e-01
231295      8.465609472e-01
231356      8.465609437e-01
231417      8.465609452e-01
231478      8.465609377e-01
231539      8.465609442e-01
231600      8.465609402e-01
231661      8.465609412e-01
231722      8.465609387e-01
231783      8.465609372e-01
231844      8.465609402e-01
231905      8.465609372e-01
231966      8.465609392e-01
232027      8.465609382e-01
232088      8.465609452e-01
232149      8.465609342e-01
232210      8.465609397e-01
232271      8.465609377e-01
232332      8.465609337e-01
232393      8.465609407e-01
232454      8.465609402e-01
232515      8.465609382e-01
232576      8.465609412e-01
232637      8.465609377e-01
232698      8.465609392e-01
232759      8.465609392e-01
232820      8.465609442e-01
232881      8.465609392e-01
232942      8.465609377e-01
233003      8.465609407e-01
233064      8.465609357e-01
233125      8.465609357e-01
233186      8.465609382e-01
233247      8.465609377e-01
233308      8.465609302e-01
233369      8.465609362e-01
233430      8.465609392e-01
233491      8.465609347e-01
233552      8.465609382e-01
233613      8.465609432e-01
233674      8.465609327e-01
233735      8.465609382e-01
233796      8.465609307e-01
233857      8.465609352e-01
233918      8.465609342e-01
233979      8.465609397e-01
234040      8.465609427e-01
234101      8.465609352e-01
234162      8.465609377e-01
234223      8.465609392e-01
234284      8.465609317e-01
234345      8.465609352e-01
234406      8.465609362e-01
234467      8.465609337e-01
234528      8.465609372e-01
234589      8.465609297e-01
234650      8.465609352e-01
234711      8.465609332e-01
234772      8.465609307e-01
234833      8.465609312e-01
234894      8.465609327e-01
234955      8.465609362e-01
235016      8.465609327e-01
235077      8.465609332e-01
235138      8.465609327e-01
235199      8.465609317e-01
235260      8.465609322e-01
235321      8.465609287e-01
235382      8.465609332e-01
235443      8.465609337e-01
235504      8.465609377e-01
235565      8.465609392e-01
235626      8.465609397e-01
235687      8.465609342e-01
235748      8.465609337e-01
235809      8.465609297e-01
235870      8.465609372e-01
235931      8.465609347e-01
235992      8.465609292e-01
236053      8.465609287e-01
236114      8.465609282e-01
236175      8.465609277e-01
236236      8.465609292e-01
236297      8.465609312e-01
236358      8.465609287e-01
236419      8.465609352e-01
236480      8.465609332e-01
236541      8.465609312e-01
236602      8.465609372e-01
236663      8.465609362e-01
236724      8.465609332e-01
236785      8.465609272e-01
236846      8.465609312e-01
236907      8.465609327e-01
236968      8.465609322e-01
237029      8.465609322e-01
237090      8.465609317e-01
237151      8.465609252e-01
237212      8.465609262e-01
237273      8.465609267e-01
237334      8.465609297e-01
237395      8.465609312e-01
237456      8.465609277e-01
237517      8.465609272e-01
237578      8.465609267e-01
237639      8.465609262e-01
237700      8.465609247e-01
237761      8.465609237e-01
237822      8.465609237e-01
237883      8.465609227e-01
237944      8.465609217e-01
238005      8.465609212e-01
238066      8.465609227e-01
238127      8.465609217e-01
238188      8.465609182e-01
238249      8.465609202e-01
238310      8.465609232e-01
238371      8.465609257e-01
238432      8.465609207e-01
238493      8.465609257e-01
238554      8.465609252e-01
238615      8.465609217e-01
238676      8.465609192e-01
238737      8.465609247e-01
238798      8.465609122e-01
238859      8.465609187e-01
238920      8.465609147e-01
238981      8.465609157e-01
239042      8.465609187e-01
239103      8.465609197e-01
239164      8.465609207e-01
239225      8.465609217e-01
239286      8.465609267e-01
239347      8.465609212e-01
239408      8.465609207e-01
239469      8.465609212e-01
239530      8.465609182e-01
239591      8.465609217e-01
239652      8.465609197e-01
239713      8.465609252e-01
239774      8.465609177e-01
239835      8.465609167e-01
239896      8.465609192e-01
239957      8.465609162e-01
240018      8.465609252e-01
240079      8.465609232e-01
240140      8.465609287e-01
240201      8.465609232e-01
240262      8.465609252e-01
240323      8.465609217e-01
240384      8.465609157e-01
240445      8.465609082e-01
240506      8.465609187e-01
240567      8.465609147e-01
240628      8.465609137e-01
240689      8.465609117e-01
240750      8.465609192e-01
240811      8.465609257e-01
240872      8.465609167e-01
240933      8.465609212e-01
240994      8.465609157e-01
241055      8.465609127e-01
241116      8.465609137e-01
241177      8.465609162e-01
241238      8.465609202e-01
241299      8.465609192e-01
241360      8.465609227e-01
241421      8.465609162e-01
241482      8.465609162e-01
241543      8.465609177e-01
241604      8.465609167e-01
241665      8.465609152e-01
241726      8.465609122e-01
241787      8.465609112e-01
241848      8.465609037e-01
241909      8.465609032e-01
241970      8.465609097e-01
242031      8.465609132e-01
242092      8.465609152e-01
242153      8.465609212e-01
242214      8.465609172e-01
242275      8.465609097e-01
242336      8.465609147e-01
242397      8.465609142e-01
242458      8.465609142e-01
242519      8.465609087e-01
242580      8.465609042e-01
242641      8.465609097e-01
242702      8.465609082e-01
242763      8.465609097e-01
242824      8.465609082e-01
242885      8.465609097e-01
242946      8.465609072e-01
243007      8.465609087e-01
243068      8.465609117e-01
243129      8.465609132e-01
243190      8.465609117e-01
243251      8.465609142e-01
243312      8.465609147e-01
243373      8.465609107e-01
243434      8.465609082e-01
243495      8.465609187e-01
243556      8.465609122e-01
243617      8.465609187e-01
243678      8.465609197e-01
243739      8.465609122e-01
243800      8.465609152e-01
243861      8.465609132e-01
243922      8.465609072e-01
243983      8.465609082e-01
244044      8.465609097e-01
244105      8.465609112e-01
244166      8.465609102e-01
244227      8.465609092e-01
244288      8.465609102e-01
244349      8.465609147e-01
244410      8.465609152e-01
244471      8.465609147e-01
244532      8.465609127e-01
244593      8.465609177e-01
244654      8.465609182e-01
244715      8.465609182e-01
244776      8.465609127e-01
244837      8.465609232e-01
244898      8.465609312e-01
244959      8.465609162e-01
245020      8.465609177e-01
245081      8.465609147e-01
245142      8.465609082e-01
245203      8.465609062e-01
245264      8.465609057e-01
245325      8.465609312e-01
245386      8.465609142e-01
245447      8.465609122e-01
245508      8.465609112e-01
245569      8.465609062e-01
245630      8.465609072e-01
245691      8.465609147e-01
245752      8.465609127e-01
245813      8.465609202e-01
245874      8.465609122e-01
245935      8.465609052e-01
245996      8.465609107e-01
246057      8.465609092e-01
246118      8.465609112e-01
246179      8.465609082e-01
246240      8.465609082e-01
246301      8.465609047e-01
246362      8.465609107e-01
246423      8.465609127e-01
246484      8.465609052e-01
246545      8.465609102e-01
246606      8.465609142e-01
246667      8.465609167e-01
246728      8.465609122e-01
246789      8.465609037e-01
246850      8.465609212e-01
246911      8.465609072e-01
246972      8.465609052e-01
247033      8.465609092e-01
247094      8.465609062e-01
247155      8.465609082e-01
247216      8.465609102e-01
247277      8.465609022e-01
247338      8.465609012e-01
247399      8.465609082e-01
247460      8.465609052e-01
247521      8.465609107e-01
247582      8.465609107e-01
247643      8.465609082e-01
247704      8.465609082e-01
247765      8.465609122e-01
247826      8.465609022e-01
247887      8.465609052e-01
247948      8.465609087e-01
248009      8.465609107e-01
248070      8.465609092e-01
248131      8.465609017e-01
248192      8.465608957e-01
248253      8.465608992e-01
248314      8.465609012e-01
248375      8.465609062e-01
248436      8.465609027e-01
248497      8.465608997e-01
248558      8.465609042e-01
248619      8.465609017e-01
248680      8.465608977e-01
248741      8.465608992e-01
248802      8.465609002e-01
248863      8.465609007e-01
248924      8.465609072e-01
248985      8.465609072e-01
249046      8.465609037e-01
249107      8.465609017e-01
249168      8.465608967e-01
249229      8.465608982e-01
249290      8.465608982e-01
249351      8.465609007e-01
249412      8.465609042e-01
249473      8.465609017e-01
249534      8.465609062e-01
249595      8.465609022e-01
249656      8.465609017e-01
249717      8.465609017e-01
249778      8.465608997e-01
249839      8.465608947e-01
249900      8.465608942e-01
249961      8.465609017e-01
250022      8.465608997e-01
250083      8.465608967e-01
250144      8.465608972e-01
250205      8.465608952e-01
250266      8.465608977e-01
250327      8.465609012e-01
250388      8.465609022e-01
250449      8.465609042e-01
250510      8.465608997e-01
250571      8.465608977e-01
250632      8.465608992e-01
250693      8.465609002e-01
250754      8.465608977e-01
250815      8.465608977e-01
250876      8.465609002e-01
250937      8.465608962e-01
250998      8.465608947e-01
251059      8.465608967e-01
251120      8.465608982e-01
251181      8.465608932e-01
251242      8.465608992e-01
251303      8.465608962e-01
251364      8.465609022e-01
251425      8.465608982e-01
251486      8.465608952e-01
251547      8.465608927e-01
251608      8.465608902e-01
251669      8.465608907e-01
251730      8.465608962e-01
251791      8.465608967e-01
251852      8.465609002e-01
251913      8.465608917e-01
251974      8.465608922e-01
252035      8.465608947e-01
252096      8.465608957e-01
252157      8.465608957e-01
252218      8.465608872e-01
252279      8.465608897e-01
252340      8.465608957e-01
252401      8.465608942e-01
252462      8.465608927e-01
252523      8.465608907e-01
252584      8.465608917e-01
252645      8.465608917e-01
252706      8.465608867e-01
252767      8.465608927e-01
252828      8.465608942e-01
252889      8.465608902e-01
252950      8.465608987e-01
253011      8.465608972e-01
253072      8.465608952e-01
253133      8.465608982e-01
253194      8.465608972e-01
253255      8.465608877e-01
253316      8.465608812e-01
253377      8.465608812e-01
253438      8.465608857e-01
253499      8.465608832e-01
253560      8.465608872e-01
253621      8.465608907e-01
253682      8.465608862e-01
253743      8.465608862e-01
253804      8.465608882e-01
253865      8.465608852e-01
253926      8.465608832e-01
253987      8.465608822e-01
254048      8.465608787e-01
254109      8.465608832e-01
254170      8.465608827e-01
254231      8.465608862e-01
254292      8.465608857e-01
254353      8.465608862e-01
254414      8.465608947e-01
254475      8.465608897e-01
254536      8.465608842e-01
254597      8.465608797e-01
254658      8.465608907e-01
254719      8.465608862e-01
254780      8.465608862e-01
254841      8.465608827e-01
254902      8.465608882e-01
254963      8.465608947e-01
255024      8.465608917e-01
255085      8.465608887e-01
255146      8.465608872e-01
255207      8.465608857e-01
255268      8.465608842e-01
255329      8.465608747e-01
255390      8.465608762e-01
255451      8.465608792e-01
255512      8.465608802e-01
255573      8.465608842e-01
255634      8.465608782e-01
255695      8.465608797e-01
255756      8.465608752e-01
255817      8.465608797e-01
255878      8.465608692e-01
255939      8.465608757e-01
256000      8.465608767e-01
256061      8.465608812e-01
256122      8.465608797e-01
256183      8.465608802e-01
256244      8.465608772e-01
256305      8.465608807e-01
256366      8.465608867e-01
256427      8.465608722e-01
256488      8.465608672e-01
256549      8.465608727e-01
256610      8.465608722e-01
256671      8.465608682e-01
256732      8.465608712e-01
256793      8.465608692e-01
256854      8.465608757e-01
256915      8.465608722e-01
256976      8.465608687e-01
257037      8.465608722e-01
257098      8.465608687e-01
257159      8.465608682e-01
257220      8.465608707e-01
257281      8.465608687e-01
257342      8.465608722e-01
257403      8.465608692e-01
257464      8.465608712e-01
257525      8.465608722e-01
257586      8.465608737e-01
257647      8.465608667e-01
257708      8.465608752e-01
257769      8.465608732e-01
257830      8.465608697e-01
257891      8.465608697e-01
257952      8.465608727e-01
258013      8.465608702e-01
258074      8.465608697e-01
258135      8.465608722e-01
258196      8.465608692e-01
258257      8.465608722e-01
258318      8.465608732e-01
258379      8.465608702e-01
258440      8.465608762e-01
258501      8.465608732e-01
258562      8.465608732e-01
258623      8.465608762e-01
258684      8.465608732e-01
258745      8.465608747e-01
258806      8.465608712e-01
258867      8.465608677e-01
258928      8.465608677e-01
258989      8.465608672e-01
